player_id,team_id,number,position,height,weight,name,image_url,yoe
74,MIA,11,G,198,225,Jaime Jaquez Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1631170.png,
395,NYK,8,G-F,195,222,DaQuan Jeffries,https://cdn.nba.com/headshots/nba/latest/260x190/1629610.png,
479,MEM,55,C,208,260,Trey Jemison,https://cdn.nba.com/headshots/nba/latest/260x190/1641998.png,
557,CLE,2,G-F,195,195,Ty Jerome,https://cdn.nba.com/headshots/nba/latest/260x190/1629660.png,
19,OKC,11,G,190,165,Isaiah Joe,https://cdn.nba.com/headshots/nba/latest/260x190/1630198.png,
289,BKN,2,F,203,210,Cameron Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1629661.png,
235,ATL,1,F,203,219,Jalen Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1630552.png,
483,IND,16,F,200,240,James Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/201949.png,
338,SAS,3,F-G,195,220,Keldon Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1629640.png,
567,BKN,45,G,195,185,Keon Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1630553.png,
448,OKC,18,F,193,230,Keyontae Johnson,https://cdn.nba.com/headshots/nba/latest/260x190/1641749.png,
16,DEN,15,C,210,284,Nikola Jokic,https://cdn.nba.com/headshots/nba/latest/260x190/203999.png,
348,SAC,20,G,198,207,Colby Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1641732.png,
261,CLE,30,C,208,245,Damian Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1627745.png,
58,NOP,5,F,200,206,Herbert Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1630529.png,
504,SAC,8,G,193,200,Mason Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1630222.png,
295,SAS,33,G,185,185,Tre Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1630200.png,
401,WAS,5,G,185,196,Tyus Jones,https://cdn.nba.com/headshots/nba/latest/260x190/1626145.png,
47,DAL,55,F,198,210,Derrick Jones Jr.,https://cdn.nba.com/headshots/nba/latest/260x190/1627884.png,
262,DEN,6,C,210,265,DeAndre Jordan,https://cdn.nba.com/headshots/nba/latest/260x190/201599.png,
267,MIA,5,F,208,205,Nikola Jovic,https://cdn.nba.com/headshots/nba/latest/260x190/1631107.png,
471,UTA,33,G,195,209,Johnny Juzang,https://cdn.nba.com/headshots/nba/latest/260x190/1630548.png,
354,MEM,10,G,195,206,Luke Kennard,https://cdn.nba.com/headshots/nba/latest/260x190/1628379.png,
246,UTA,24,C,213,245,Walker Kessler,https://cdn.nba.com/headshots/nba/latest/260x190/1631117.png,
